Year,State/UT,Sector,CO₂ Emissions (Million Tonnes),CH₄ Emissions (Million Tonnes CO₂e),N₂O Emissions (Million Tonnes CO₂e),Energy Consumption (TWh),Electricity Generation (TWh),Fossil Fuel Consumption (MTOE),Vehicle Count (Million Units),Industrial Output (GDP Contribution in ₹ Cr),Agricultural Land Usage (Million Hectares),Deforestation Rate (sq. km per year),Waste Generation (Million Tonnes),Renewable Energy Share (%)
2017,Mizoram,Waste,469.08,30.41,6.55,43.25,12.11,166.46,11.45,2952.72,25.18,78.79,41.98,19.09
2010,Rajasthan,Waste,16.41,49.3,7.96,462.41,312.52,176.55,32.61,96558.86,23.67,171.71,39.67,75.04
2003,Tamil Nadu,Energy,201.69,3.82,11.7,112.07,312.81,61.86,41.51,25375.27,17.46,4.38,26.41,63.98
2015,Madhya Pradesh,Waste,393.2,5.89,10.35,62.04,82.27,71.03,36.2,73485.01,35.39,148.05,13.61,60.23
2016,Tamil Nadu,Agriculture,102.35,41.55,14.9,41.61,382.41,192.96,35.43,72239.65,26.75,17.9,7.31,79.9
2008,Jharkhand,Transport,409.64,1.52,14.37,174.99,379.89,95.12,23.34,83785.29,21.92,180.11,60.9,40.91
2005,Meghalaya,Energy,431.27,22.8,1.01,177.54,149.37,230.83,45.01,39413.71,8.43,96.76,61.69,32.5
2023,Goa,Agriculture,356.92,38.82,2.76,265.44,63.3,29.31,15.73,65156.83,33.71,101.51,26.4,68.19
2019,Meghalaya,Energy,112.44,10.17,4.38,367.81,117.14,43.95,45.33,36922.01,22.41,183.75,31.85,58.25
2024,Karnataka,Transport,143.3,9.76,11.99,257.33,372.08,47.15,1.95,24213.11,6.11,87.79,45.97,53.02
2001,Uttar Pradesh,Waste,91.8,15.86,17.92,489.58,245.73,72.08,30.04,98647.8,17.8,180.52,26.18,28.02
2008,Punjab,Agriculture,100.19,7.93,6.57,109.11,366.18,225.26,31.17,90415.56,3.24,136.23,60.25,56.68
2020,Assam,Transport,27.88,34.09,19.28,109.23,14.01,94.78,13.21,46960.26,7.04,56.55,61.82,25.72
2005,West Bengal,Energy,430.08,10.41,3.54,353.94,396.41,115.89,37.74,61183.74,49.68,12.15,26.8,43.0
2002,Delhi,Industry,268.97,11.73,18.5,160.52,253.06,106.27,9.68,96974.84,39.78,180.95,66.56,29.15
2019,Himachal Pradesh,Agriculture,170.6,28.96,16.04,89.94,78.36,201.91,20.71,34923.45,49.4,64.95,33.77,20.44
2005,Manipur,Energy,151.89,48.38,7.84,397.26,205.18,94.7,44.98,84223.75,47.08,4.91,30.51,13.03
2006,West Bengal,Energy,276.9,45.74,4.21,116.98,328.94,208.29,19.77,40233.38,47.93,181.35,63.02,11.77
2000,Madhya Pradesh,Transport,170.08,43.29,7.89,375.71,60.73,121.01,41.33,87422.92,24.46,106.52,28.38,71.91
2022,Jharkhand,Energy,433.22,26.78,4.35,107.31,245.39,61.59,5.03,49181.44,34.18,139.47,25.98,54.57
2000,Punjab,Agriculture,113.37,15.24,11.27,470.01,278.96,108.27,5.81,53736.2,1.61,190.63,88.48,10.94
2004,Telangana,Agriculture,442.33,35.44,11.54,151.08,168.07,99.77,8.99,75868.38,19.61,39.47,33.75,72.23
2005,Madhya Pradesh,Energy,335.41,19.78,15.39,376.11,218.93,61.16,8.33,88252.94,34.09,126.28,50.52,53.94
2012,Mizoram,Transport,478.75,39.01,10.6,421.51,335.75,31.48,48.93,27250.21,8.54,34.67,89.3,53.02
2001,Gujarat,Agriculture,17.4,1.3,6.97,65.71,380.95,210.49,5.67,75461.02,44.86,51.82,7.17,60.77
2014,West Bengal,Industry,38.96,26.71,18.24,38.68,223.9,129.38,7.56,94951.54,6.25,108.19,82.53,54.7
2014,Goa,Waste,255.44,17.2,1.65,301.18,282.54,61.46,8.61,3228.7,42.06,44.58,4.51,38.82
2012,Madhya Pradesh,Transport,457.07,12.83,16.19,311.95,132.51,107.11,29.96,16522.66,31.15,94.17,58.82,15.31
2024,West Bengal,Transport,368.09,33.26,8.25,313.26,136.95,151.86,24.68,36095.23,43.13,3.2,42.79,21.44
2013,Mizoram,Waste,314.85,33.09,3.7,230.81,355.92,180.21,36.19,78850.08,11.97,130.0,93.94,21.16
2021,Manipur,Waste,25.49,2.33,2.5,467.68,43.97,155.41,17.22,58934.86,32.23,153.16,98.25,59.55
2006,Bihar,Agriculture,183.54,47.41,4.49,347.59,86.17,59.26,2.14,92280.54,11.92,46.6,86.82,17.71
2013,West Bengal,Energy,179.47,18.41,2.53,41.74,111.61,28.49,17.37,46830.95,13.81,5.64,63.03,24.33
2023,Manipur,Energy,275.62,45.91,9.23,393.58,42.27,19.37,38.72,50542.08,6.57,13.49,26.53,50.56
2009,Maharashtra,Industry,136.34,29.39,7.06,141.37,268.71,27.9,40.74,56462.72,42.86,126.33,86.11,6.61
2016,Rajasthan,Energy,140.91,32.8,7.2,362.9,362.98,87.09,35.71,90791.26,40.3,199.95,4.71,55.17
2013,Karnataka,Industry,314.22,48.05,3.22,34.31,15.66,89.39,20.26,6885.88,14.8,137.17,18.59,47.32
2007,Telangana,Industry,472.84,41.2,13.23,384.51,104.66,244.57,30.56,51573.3,9.81,1.86,29.92,33.95
2003,Bihar,Transport,333.49,7.43,12.2,273.67,368.64,6.63,7.26,38265.51,40.12,187.56,69.26,4.62
2015,Assam,Transport,337.38,0.76,19.65,361.77,188.92,158.44,12.66,31313.29,23.71,171.56,51.23,19.24
2023,Arunachal Pradesh,Agriculture,493.25,15.78,3.44,249.66,354.82,128.28,12.42,71906.79,17.07,104.54,93.32,23.27
2012,Punjab,Waste,85.2,24.68,16.7,401.55,377.9,37.27,3.86,34452.55,34.39,162.08,33.7,2.73
2021,Uttarakhand,Waste,26.58,36.74,0.77,473.78,396.42,237.22,46.99,3429.91,19.86,58.83,69.54,13.64
2024,Jharkhand,Industry,375.3,33.22,1.56,372.53,161.31,202.94,21.64,22184.35,36.67,24.42,3.97,1.76
2019,Puducherry,Waste,225.01,15.99,13.0,373.36,140.48,55.99,43.71,29868.03,11.26,31.35,68.13,4.76
2017,Madhya Pradesh,Industry,220.12,27.33,8.19,112.27,300.71,73.69,11.17,18946.68,28.83,47.22,41.98,10.46
2013,Punjab,Waste,120.4,32.72,4.69,180.46,239.85,50.82,38.42,76602.02,43.87,54.35,85.19,27.75
2017,Delhi,Agriculture,258.36,25.93,0.15,66.9,265.39,77.8,40.22,60971.02,40.76,84.32,61.69,28.2
2004,Uttar Pradesh,Transport,226.66,34.6,13.3,268.55,215.28,57.75,0.33,69411.78,47.23,137.97,69.13,65.64
2008,Rajasthan,Transport,179.27,24.52,8.87,226.05,208.09,65.2,1.8,54605.25,2.03,26.36,83.9,44.27
2002,Delhi,Industry,226.95,26.72,3.5,150.88,129.41,129.63,46.06,68553.85,46.5,39.8,3.42,5.51
2007,Tamil Nadu,Waste,198.08,47.07,19.45,39.25,240.26,85.05,28.48,71811.05,12.78,22.78,98.72,4.58
2019,Tripura,Energy,470.55,19.76,7.08,466.04,110.94,122.97,14.3,76197.71,47.28,96.74,21.29,28.33
2021,Nagaland,Agriculture,490.32,37.91,6.13,304.68,145.49,8.64,9.38,77990.91,13.51,142.74,18.86,53.39
2009,Rajasthan,Waste,421.55,17.07,10.26,165.87,254.08,185.63,40.91,28188.58,10.17,88.54,80.05,44.74
2021,Meghalaya,Energy,495.3,16.93,5.62,177.12,256.47,232.14,9.76,24861.18,31.76,148.83,42.39,14.97
2018,Karnataka,Agriculture,140.2,46.37,5.53,200.73,232.96,249.12,42.2,72555.98,36.61,113.57,20.03,41.31
2020,Jharkhand,Agriculture,423.03,35.08,19.33,406.76,271.52,50.95,31.15,98293.75,48.14,63.27,18.35,66.55
2002,Himachal Pradesh,Transport,209.25,46.48,5.3,109.17,167.71,96.62,33.04,72753.18,15.76,108.99,15.05,17.06
2010,Kerala,Industry,375.61,49.73,12.15,428.95,239.77,243.44,21.93,51094.59,23.15,166.26,44.09,50.12
2010,Puducherry,Waste,108.68,0.51,0.85,159.14,42.64,53.82,1.9,31213.84,30.63,34.59,5.91,73.83
2016,Delhi,Agriculture,407.86,49.17,3.17,436.17,196.07,135.33,27.78,14081.45,41.37,112.67,1.1,46.06
2015,Odisha,Waste,50.9,5.49,0.54,448.46,236.49,200.02,35.72,58633.62,39.3,134.92,81.19,71.51
2006,Andhra Pradesh,Agriculture,142.57,3.99,10.74,349.85,171.77,8.1,0.25,9208.73,47.25,180.8,55.88,17.46
2003,Nagaland,Transport,412.76,38.51,9.88,447.89,11.7,27.17,1.4,92744.81,27.56,120.77,25.81,34.09
2022,Maharashtra,Industry,376.11,17.83,6.69,374.82,281.9,49.94,45.36,7360.17,41.26,8.52,8.57,46.2
2018,Sikkim,Energy,255.61,45.93,14.04,76.55,184.92,114.43,34.05,14299.8,40.37,113.74,69.06,9.26
2011,Rajasthan,Energy,339.67,27.45,12.55,478.3,66.5,4.79,39.56,76166.64,11.14,40.65,80.49,46.23
2014,Andhra Pradesh,Transport,100.93,19.61,12.05,99.1,389.14,108.39,1.42,88971.84,17.87,92.84,47.37,39.95
2010,Mizoram,Agriculture,337.2,4.14,6.79,249.84,377.25,41.22,20.09,19037.71,10.79,113.37,81.37,44.98
2004,Karnataka,Transport,13.91,23.5,6.61,194.82,67.68,212.58,37.38,6185.19,3.07,131.73,89.87,61.67
2004,Punjab,Industry,418.28,14.26,17.48,177.33,284.35,122.1,4.67,14411.87,42.66,14.65,43.86,20.52
2014,West Bengal,Energy,262.98,4.29,10.92,392.89,209.42,18.73,9.5,71703.56,45.19,169.4,93.32,37.87
2017,Manipur,Waste,472.5,33.68,5.52,149.02,119.27,116.25,25.49,89061.93,21.63,188.77,15.71,39.53
2010,Bihar,Energy,244.3,48.88,10.91,271.15,275.33,120.58,44.68,71903.23,18.88,139.71,65.15,59.1
2011,Manipur,Industry,222.21,19.26,5.41,171.62,181.89,75.62,16.51,37244.08,24.07,120.68,43.51,49.18
2001,Sikkim,Agriculture,230.53,15.21,3.79,447.27,359.91,92.57,41.41,60836.38,31.79,123.75,9.66,70.57
2019,Sikkim,Transport,186.27,4.95,5.72,81.78,282.94,242.67,0.56,51411.85,49.38,139.6,93.07,5.86
2014,Uttar Pradesh,Energy,91.67,11.55,12.61,91.87,205.5,62.56,9.18,52555.96,43.71,176.11,78.84,21.46
2019,Maharashtra,Energy,422.61,14.61,10.37,60.06,183.49,169.47,14.59,82740.33,8.96,30.1,54.71,23.25
2003,Sikkim,Waste,200.65,17.54,3.37,380.11,17.47,165.6,35.48,95599.2,43.98,6.87,74.37,67.03
2021,Andhra Pradesh,Transport,269.26,31.88,18.17,84.94,68.54,106.16,29.01,88847.04,24.76,14.24,48.03,8.14
2017,Uttar Pradesh,Waste,19.74,6.19,10.02,268.89,22.81,233.1,13.29,76093.42,40.45,55.63,58.6,67.07
2005,Himachal Pradesh,Waste,39.52,3.39,15.9,384.56,30.05,192.62,29.12,46325.44,42.41,80.56,20.34,57.98
2022,Uttarakhand,Agriculture,302.62,46.56,6.68,62.18,31.5,6.24,44.5,24569.15,19.53,93.12,48.94,16.56
2018,Gujarat,Energy,440.82,40.06,19.16,465.58,10.56,121.92,23.52,38241.35,2.38,44.96,20.57,53.95
2010,Tamil Nadu,Transport,251.76,14.27,15.07,145.6,317.58,29.38,34.83,86571.04,18.88,15.06,96.2,16.32
2023,Karnataka,Agriculture,90.84,32.12,9.14,397.19,194.04,72.44,17.34,1760.81,2.47,49.75,44.09,23.19
2001,Tamil Nadu,Agriculture,66.9,29.83,18.06,397.81,300.91,60.44,35.66,32804.64,26.19,154.47,42.5,54.08
2007,Arunachal Pradesh,Agriculture,450.9,37.28,14.38,177.43,71.25,189.13,43.36,49380.47,47.51,121.86,96.82,23.8
2010,Arunachal Pradesh,Industry,353.8,43.04,8.67,277.54,337.28,63.03,28.38,4969.08,44.37,148.09,94.74,5.13
2004,Goa,Industry,483.44,18.21,19.49,317.26,42.17,248.21,19.37,11354.9,19.79,105.36,73.65,28.95
2017,Tamil Nadu,Agriculture,50.35,33.21,6.04,210.7,132.21,32.95,37.74,71089.62,38.07,50.97,74.38,51.26
2022,Odisha,Industry,452.28,40.2,5.21,182.15,151.43,103.5,47.81,94399.14,36.82,193.06,89.47,16.05
2017,Delhi,Transport,424.36,35.12,17.9,426.81,98.11,122.86,3.5,67777.47,29.31,169.62,96.57,64.09
2013,Punjab,Energy,447.66,46.15,14.18,104.96,59.23,108.77,25.87,24328.83,35.52,182.15,88.28,10.95
2021,Maharashtra,Transport,12.82,24.99,6.98,398.49,253.09,24.24,9.18,30476.51,45.26,42.97,2.47,55.62
2009,West Bengal,Energy,373.53,40.23,4.71,105.84,8.35,57.21,13.77,61069.89,14.78,139.5,67.61,26.62
2002,Assam,Industry,278.98,45.53,3.64,351.56,317.7,130.67,31.84,98596.86,9.61,109.59,95.65,45.09
2008,Gujarat,Transport,290.86,28.07,6.34,147.38,21.72,200.16,47.99,65662.84,16.76,42.94,22.63,75.06
2002,Gujarat,Waste,239.91,1.36,2.6,464.05,385.8,172.41,42.67,9241.69,30.94,163.49,54.86,78.49
2010,Bihar,Agriculture,373.91,40.99,2.99,304.66,347.97,136.58,12.95,18101.79,24.64,0.63,99.65,42.93
2011,Delhi,Energy,499.92,42.38,15.55,269.09,168.75,244.42,1.31,71592.12,33.94,34.29,55.86,12.18
2011,Tamil Nadu,Energy,358.16,20.29,1.37,151.12,61.37,190.48,30.01,74567.18,22.84,33.27,32.68,68.5
2002,Chhattisgarh,Waste,342.24,11.84,8.84,256.79,348.9,216.77,26.74,8635.92,32.91,116.07,75.37,59.38
2020,Mizoram,Waste,330.67,48.92,8.16,37.6,259.44,4.17,23.07,58260.24,5.35,102.25,98.84,41.88
2006,Uttar Pradesh,Agriculture,350.65,27.81,19.21,75.96,204.39,54.83,23.81,82218.07,22.27,185.88,7.89,25.26
2013,Bihar,Industry,177.64,26.05,9.36,151.04,131.17,180.24,29.63,19916.24,32.64,165.74,12.59,37.89
2023,Tamil Nadu,Transport,166.91,47.33,3.3,474.88,226.71,70.3,19.91,70842.0,15.27,66.01,58.48,28.02
2010,Madhya Pradesh,Transport,394.33,20.7,1.86,236.6,168.98,89.14,8.65,41777.06,16.83,105.71,76.14,59.98
2006,Meghalaya,Transport,36.01,42.48,14.68,203.21,188.82,148.09,13.03,65935.96,1.99,62.02,76.45,59.7
2024,Meghalaya,Industry,382.03,35.18,3.04,387.42,338.95,136.12,3.29,56425.98,39.55,40.18,52.2,1.63
2020,Arunachal Pradesh,Agriculture,408.78,48.4,18.77,348.38,381.23,55.97,2.9,93843.12,24.79,122.16,96.73,10.69
2009,Nagaland,Transport,265.58,21.72,11.23,333.66,385.26,219.79,43.38,16591.39,9.16,165.07,65.27,41.94
2010,Andhra Pradesh,Energy,455.97,45.43,8.09,304.82,363.63,157.32,6.36,22016.71,31.88,6.0,47.72,66.22
2014,Nagaland,Energy,241.81,28.66,13.72,69.33,321.89,171.66,3.54,18560.2,6.85,9.84,56.74,76.57
2018,Uttar Pradesh,Energy,97.26,24.06,4.06,198.34,184.19,207.3,41.34,70362.38,23.78,7.46,80.87,50.58
2015,Puducherry,Waste,187.09,15.63,7.71,451.08,39.86,26.51,47.68,19273.21,7.6,140.33,90.2,26.86
2021,Haryana,Waste,453.88,27.86,0.76,480.04,254.09,119.04,10.37,42107.75,34.15,69.69,83.02,19.13
2020,Karnataka,Industry,496.93,28.84,17.57,219.18,163.8,22.49,37.89,88697.33,10.27,141.8,59.18,67.8
2019,Telangana,Transport,216.71,44.97,8.56,5.52,276.39,19.27,8.21,28530.61,47.74,44.56,7.05,68.89
2011,Telangana,Waste,91.75,35.35,15.2,252.17,92.21,180.59,34.07,15817.26,30.48,2.09,72.95,40.41
2017,Manipur,Energy,150.3,41.41,18.35,117.45,307.07,197.64,34.02,53789.74,2.09,132.97,76.04,41.47
2022,Meghalaya,Waste,281.12,38.57,13.09,98.09,72.41,14.06,21.52,65889.95,21.57,38.92,8.95,18.2
2012,Mizoram,Energy,290.33,14.19,7.58,145.48,324.39,210.77,44.11,50125.72,8.86,111.26,31.55,37.3
2004,Mizoram,Transport,318.73,10.69,12.43,65.7,365.12,71.04,6.14,55100.43,30.66,86.76,8.54,50.23
2003,Kerala,Industry,419.32,13.29,7.27,27.7,360.62,164.07,23.88,20088.61,38.49,178.11,40.73,30.91
2013,Jharkhand,Agriculture,358.49,7.76,11.39,225.13,141.91,171.73,30.13,30180.33,16.11,7.56,54.02,71.22
2007,Punjab,Agriculture,137.81,19.61,8.7,134.96,158.98,174.41,37.98,66257.07,34.1,89.29,17.08,70.34
2008,Goa,Energy,203.57,32.87,3.08,131.82,336.05,145.3,7.22,80855.33,43.69,167.57,60.16,74.07
2024,Haryana,Waste,421.51,27.08,15.62,114.67,278.4,29.2,26.79,36715.78,45.36,136.06,76.69,3.09
2018,Madhya Pradesh,Waste,320.36,34.12,9.98,250.84,213.04,28.81,22.8,71228.24,7.02,175.71,87.98,8.86
2002,Arunachal Pradesh,Energy,91.54,18.13,3.88,367.95,384.43,36.1,20.88,20563.77,18.4,198.25,86.59,9.69
2004,Delhi,Transport,169.51,10.66,17.85,330.17,208.92,230.31,18.03,30440.51,14.38,111.37,66.21,47.55
2020,Odisha,Energy,397.63,10.54,17.08,488.09,101.31,53.4,49.85,1645.09,28.96,69.08,68.91,13.78
2017,Sikkim,Transport,94.33,30.24,11.22,457.43,273.56,39.11,8.59,22791.54,40.99,16.18,11.58,40.81
2000,Jharkhand,Industry,348.61,8.63,19.41,211.58,207.33,247.13,37.67,76419.88,32.55,125.64,22.08,65.44
2007,Bihar,Industry,286.13,20.16,18.55,407.43,85.55,2.09,18.91,9401.67,49.17,155.4,96.48,55.92
2018,Kerala,Energy,82.26,11.04,17.95,96.31,65.21,194.39,32.49,8718.62,2.94,99.88,99.91,21.92
2016,Nagaland,Industry,347.55,33.31,2.75,110.09,145.25,211.45,49.42,64295.0,10.75,41.01,2.29,44.76
2016,Gujarat,Waste,79.75,30.96,5.96,351.96,388.4,165.87,23.94,50529.09,42.72,180.96,76.3,49.88
2010,Punjab,Transport,205.23,19.37,8.26,112.27,62.58,243.74,41.24,77681.74,20.24,179.17,63.15,33.85
2001,Telangana,Agriculture,161.19,6.87,16.65,228.34,191.21,84.02,3.89,39706.72,39.16,76.63,3.26,12.55
2005,Telangana,Agriculture,348.1,10.98,17.44,164.41,134.14,22.9,27.77,56645.3,48.61,131.47,57.91,69.79
2021,Tamil Nadu,Industry,393.36,23.87,15.05,120.16,377.49,60.93,19.17,94138.69,29.92,153.94,59.2,71.04
2013,Uttar Pradesh,Transport,92.48,48.62,9.5,81.45,154.11,25.69,34.99,87085.31,33.63,20.36,33.77,65.46
2002,Tripura,Waste,407.88,13.9,3.32,307.87,94.37,122.27,1.94,60553.01,19.84,169.0,92.1,69.24
2011,Bihar,Agriculture,13.53,9.96,0.8,32.81,193.9,241.24,22.44,48471.62,45.06,146.52,99.47,54.1
2003,Gujarat,Waste,269.73,11.42,14.02,352.76,65.71,129.88,24.78,5808.94,33.85,104.33,92.54,33.49
2011,Jharkhand,Waste,263.23,35.55,19.88,447.89,154.88,82.02,42.25,53218.81,30.59,184.02,0.61,10.12
2012,Uttar Pradesh,Agriculture,315.67,45.78,6.97,175.02,294.32,226.67,19.3,47400.11,2.35,157.05,24.03,65.08
2001,Manipur,Agriculture,127.45,4.22,11.42,209.54,241.74,153.73,16.1,93078.1,25.24,98.52,53.29,22.25
2001,Kerala,Industry,14.83,37.59,16.23,297.34,9.32,232.57,19.52,41097.27,49.76,175.5,78.44,14.58
2014,Andhra Pradesh,Transport,232.83,24.98,3.81,334.79,201.68,241.33,21.95,62543.67,23.01,175.3,11.49,32.23
2022,Punjab,Energy,44.99,41.35,16.61,274.68,326.19,234.23,12.8,91553.55,47.89,124.04,56.18,53.28
2016,Nagaland,Transport,447.18,21.36,12.54,346.72,227.31,173.35,2.36,20264.51,49.09,177.24,22.58,45.8
2006,Tripura,Energy,95.1,0.76,11.44,405.24,190.81,125.96,49.52,38200.57,32.67,146.08,40.66,43.69
2013,Meghalaya,Agriculture,218.36,34.3,15.27,495.07,168.95,73.25,38.3,37099.05,15.7,19.32,93.79,10.69
2011,Chhattisgarh,Waste,222.66,40.49,4.89,199.41,216.98,235.39,49.27,29070.61,10.58,175.38,35.96,13.07
2016,Odisha,Transport,280.9,45.15,12.33,294.42,34.22,136.7,33.17,86387.38,27.76,150.03,61.9,2.51
2013,Bihar,Waste,393.44,28.67,4.88,191.21,320.87,248.85,44.16,68406.54,6.14,66.36,18.98,20.64
2005,Goa,Transport,241.35,6.54,3.67,122.77,343.34,229.65,22.57,97537.6,25.8,28.41,7.76,44.36
2018,Uttar Pradesh,Transport,22.62,18.81,12.5,498.8,238.97,95.3,17.52,82074.36,33.23,14.95,91.5,10.77
2023,Mizoram,Waste,387.84,39.32,5.46,11.87,391.7,218.97,49.69,88413.31,22.51,192.76,99.19,13.44
2005,Gujarat,Industry,50.26,24.97,14.32,37.03,224.31,134.15,8.56,5052.5,8.37,118.56,2.69,60.56
2017,Telangana,Agriculture,324.36,35.11,10.34,293.61,15.73,185.91,10.92,2768.15,40.47,12.66,47.96,23.36
2023,Tamil Nadu,Industry,403.68,0.73,13.93,356.37,188.22,120.75,33.44,66501.11,27.52,4.94,5.46,51.7
2004,Gujarat,Industry,148.52,4.11,17.84,365.77,162.95,247.36,12.84,61506.96,14.25,21.54,55.08,76.86
2023,Himachal Pradesh,Transport,230.06,34.22,2.85,353.14,81.67,100.32,21.6,3445.09,1.77,136.89,77.47,66.89
2023,Madhya Pradesh,Agriculture,17.02,14.86,1.43,395.36,216.11,24.85,46.62,8018.3,27.67,41.85,45.76,73.66
2005,Punjab,Transport,403.9,19.72,8.06,373.6,184.64,214.7,13.36,48212.55,38.59,103.03,21.12,71.3
2001,Maharashtra,Energy,354.6,32.29,14.36,275.26,72.61,189.28,25.58,80197.45,18.83,166.35,57.19,7.46
2007,Meghalaya,Transport,123.38,6.04,17.73,237.71,204.91,32.42,36.86,72540.82,33.39,153.61,23.52,52.22
2014,Tamil Nadu,Waste,201.21,41.72,0.79,361.53,334.6,126.7,3.68,52923.84,39.99,79.89,84.84,64.53
2014,Himachal Pradesh,Transport,350.71,7.65,15.88,367.5,206.16,169.98,3.7,45245.26,24.02,168.45,78.06,30.05
2010,Manipur,Energy,185.5,36.8,1.6,169.61,90.88,103.04,37.32,78775.0,14.24,61.85,58.09,7.65
2021,Chhattisgarh,Transport,89.58,14.99,11.65,6.46,275.93,227.26,46.01,31879.72,21.28,49.41,42.04,4.99
2021,Nagaland,Energy,264.07,13.37,6.95,160.58,348.57,235.85,29.63,73476.86,38.3,150.73,84.6,27.65
2023,Rajasthan,Agriculture,364.55,41.15,0.45,269.7,141.33,217.25,2.0,91680.04,11.7,99.37,67.8,64.16
2000,Punjab,Transport,167.2,27.83,2.03,265.42,33.07,133.17,22.65,20306.74,13.5,189.58,67.74,56.72
2017,Haryana,Energy,69.67,10.67,7.14,193.03,366.36,113.94,36.05,41827.33,18.63,54.09,68.76,59.91
2011,Manipur,Agriculture,416.48,0.63,19.08,466.5,274.48,146.67,31.63,41321.43,31.75,105.94,12.16,8.13
2011,Rajasthan,Waste,133.87,48.67,3.18,240.8,396.62,129.75,9.99,44015.72,12.8,40.5,58.44,15.48
2024,Tripura,Industry,261.28,21.85,5.51,73.83,279.34,25.58,2.75,7068.48,25.26,16.05,35.68,56.92
2010,Himachal Pradesh,Energy,348.76,20.17,19.88,100.81,54.06,197.23,44.48,72059.07,32.12,37.54,40.09,78.41
2007,Odisha,Waste,165.37,2.99,9.66,51.82,176.09,235.32,11.37,62904.95,26.57,11.8,55.12,14.44
2006,Delhi,Agriculture,327.83,44.77,5.32,137.8,21.93,123.17,49.79,86789.71,1.33,40.07,99.63,31.72
2022,Uttar Pradesh,Waste,235.26,7.46,12.36,155.84,139.89,16.33,5.86,7175.85,25.51,4.55,90.53,34.44
2020,Sikkim,Transport,289.51,17.11,8.78,170.41,315.19,81.39,5.81,53507.91,18.43,27.32,99.56,70.04
2001,Goa,Industry,299.38,21.34,17.18,418.91,224.47,31.53,33.44,20800.43,3.25,86.53,80.75,12.68
2010,Bihar,Energy,413.83,40.6,0.26,383.91,186.28,245.12,13.58,68224.5,45.84,55.68,12.25,29.85
2021,Karnataka,Agriculture,331.6,18.29,19.94,250.57,339.9,35.09,48.72,78566.79,32.82,65.77,15.07,34.54
2009,Delhi,Industry,139.51,26.81,1.42,224.95,74.96,21.07,11.93,48300.89,45.76,34.21,22.95,6.64
2002,Jharkhand,Agriculture,39.21,21.72,10.79,192.16,217.76,130.96,31.22,21218.81,15.97,186.2,99.84,56.31
2019,Assam,Waste,10.97,15.94,13.98,11.71,260.72,17.19,20.38,61448.37,46.28,179.05,50.56,73.97
2009,Andhra Pradesh,Agriculture,453.16,47.34,11.04,460.26,370.68,158.88,4.61,14904.08,22.63,66.18,77.66,63.6
2017,Kerala,Agriculture,471.63,39.95,6.09,149.29,69.65,217.39,35.43,38054.97,16.84,183.47,76.28,12.32
2013,Tamil Nadu,Waste,56.11,9.13,17.12,421.74,284.14,63.35,39.54,61940.51,42.24,87.81,97.14,21.37
2017,Manipur,Waste,248.66,27.96,8.67,371.71,23.1,231.86,41.35,94422.95,3.14,59.12,9.32,40.75
2023,Manipur,Industry,84.28,39.93,6.08,61.63,229.07,161.88,24.55,66741.74,36.85,197.93,9.01,10.13
2007,Rajasthan,Energy,474.89,29.2,15.39,160.05,259.77,41.47,48.8,63785.52,43.36,85.96,76.11,45.46
2009,Maharashtra,Waste,130.95,24.94,3.0,244.9,336.77,161.46,40.01,72728.49,43.7,16.71,1.55,15.11
2021,Uttar Pradesh,Industry,255.81,4.07,4.18,134.77,132.91,19.12,22.06,17810.68,2.56,116.68,87.39,71.79
2012,Gujarat,Agriculture,91.15,5.75,5.13,204.04,280.19,88.03,5.06,73816.62,44.2,36.34,51.13,35.16
2020,Mizoram,Agriculture,173.05,12.64,8.75,144.8,41.61,4.98,12.79,25043.06,36.05,122.83,25.87,13.31
2007,Telangana,Transport,140.74,25.91,0.5,319.68,92.91,110.95,38.63,74553.77,42.43,9.61,91.12,22.01
2003,Odisha,Waste,242.96,49.37,19.84,183.53,310.53,208.17,43.99,89357.91,33.7,22.15,74.01,3.12
2003,Gujarat,Industry,215.69,40.21,12.04,176.42,357.6,174.63,33.16,51913.17,37.7,62.52,29.23,30.77
2004,West Bengal,Industry,172.09,5.95,19.42,139.43,11.42,50.5,19.46,2022.73,31.26,123.27,74.08,32.71
2000,Assam,Energy,61.88,36.0,16.17,401.76,70.74,46.49,17.86,60374.75,24.07,129.23,30.42,49.32
2016,Puducherry,Industry,247.4,40.62,2.77,324.74,88.01,176.34,18.0,35123.43,46.5,129.52,53.91,21.81
2001,Assam,Waste,426.6,21.01,4.26,361.88,210.16,166.89,24.62,55491.67,6.41,102.03,74.97,71.01
2007,Uttar Pradesh,Industry,367.81,16.84,0.79,199.96,65.9,36.42,36.32,42374.9,4.12,66.13,42.48,8.38
2006,Tripura,Transport,363.08,29.44,16.69,420.54,390.55,168.35,8.24,66502.69,33.61,174.65,81.34,65.19
2014,Delhi,Agriculture,189.38,26.2,11.91,211.11,158.21,195.41,1.14,32243.73,34.01,90.37,15.91,29.36
2024,Nagaland,Agriculture,357.13,13.63,4.38,92.37,61.41,191.81,3.92,38318.15,42.25,156.54,51.93,12.03
2004,Puducherry,Industry,238.11,20.17,19.4,257.78,310.82,101.99,33.33,4758.43,32.78,94.35,3.09,32.53
2001,Punjab,Industry,83.64,27.45,14.76,225.23,226.92,203.72,42.45,15032.6,5.29,171.57,98.03,58.85
